Variable,Label,Code,Category,Frequency,Percent,Missing
whylose1,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",11.0,"SEASONAL WORK",0.0,0.0,
whylose1,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",98.0,"DONT KNOW",0.0,0.0,*
whylose1,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",99.0,"NA",1.0,0.0,*
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",0.0,"IAP",59579.0,1.0,*
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",1.0,"COMPANY'S SALES WERE DECLINING",4.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",2.0,"MACHINES AND COMPUTERS MADE MY JOB OBSOLETE",0.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",3.0,"JOB REQUIREMENTS CHANGED AND I WAS NOT ABLE TO DO THE JOB",0.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",4.0,"JOB MOVED TO ANOTHER LOCATION IN THE UNITED STATES",0.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",5.0,"JOB MOVED TO ANOTHER COUNTRY",0.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",6.0,"OTHER",2.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",7.0,"COMPANY SOLD",5.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",8.0,"JOB DONE",2.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",9.0,"COMPANY IN FINANCIAL PROBLEM",3.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",10.0,"END OF CONTRACT",3.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",11.0,"SEASONAL WORK",1.0,0.0,
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",98.0,"DONT KNOW",0.0,0.0,*
whylose2,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",99.0,"NA",0.0,0.0,*
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",0.0,"IAP",59597.0,1.0,*
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",1.0,"COMPANY'S SALES WERE DECLINING",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",2.0,"MACHINES AND COMPUTERS MADE MY JOB OBSOLETE",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",3.0,"JOB REQUIREMENTS CHANGED AND I WAS NOT ABLE TO DO THE JOB",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",4.0,"JOB MOVED TO ANOTHER LOCATION IN THE UNITED STATES",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",5.0,"JOB MOVED TO ANOTHER COUNTRY",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",6.0,"OTHER",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",7.0,"COMPANY SOLD",1.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",8.0,"JOB DONE",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",9.0,"COMPANY IN FINANCIAL PROBLEM",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",10.0,"END OF CONTRACT",0.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",11.0,"SEASONAL WORK",1.0,0.0,
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",98.0,"DONT KNOW",0.0,0.0,*
whylose3,"WHY THAT MUCH POSSIBILITY OF JOB ABOLISHED OR LAID OFF",99.0,"NA",0.0,0.0,*
FINDNWJB,"HOW LIKELY R TO FIND JOB WITH SAME/BETTER BENEFIT",0.0,"IAP",58741.0,0.99,*
FINDNWJB,"HOW LIKELY R TO FIND JOB WITH SAME/BETTER BENEFIT",1.0,"Very easy",181.0,0.0,
FINDNWJB,"HOW LIKELY R TO FIND JOB WITH SAME/BETTER BENEFIT",2.0,"Somewhat easy",280.0,0.0,
FINDNWJB,"HOW LIKELY R TO FIND JOB WITH SAME/BETTER BENEFIT",3.0,"Not at all easy",370.0,0.01,
FINDNWJB,"HOW LIKELY R TO FIND JOB WITH SAME/BETTER BENEFIT",8.0,"DONT KNOW",14.0,0.0,*
FINDNWJB,"HOW LIKELY R TO FIND JOB WITH SAME/BETTER BENEFIT",9.0,"NA",13.0,0.0,*
MORETRDE,"MORE TRADE, LESS JOBS IN USA",0.0,"IAP",58741.0,0.99,*
MORETRDE,"MORE TRADE, LESS JOBS IN USA",1.0,"Created more jobs",136.0,0.0,
MORETRDE,"MORE TRADE, LESS JOBS IN USA",2.0,"About the same",159.0,0.0,
MORETRDE,"MORE TRADE, LESS JOBS IN USA",3.0,"Taken them away",276.0,0.0,
MORETRDE,"MORE TRADE, LESS JOBS IN USA",4.0,"NOT RELEVANT FOR MY JOB",254.0,0.0,
MORETRDE,"MORE TRADE, LESS JOBS IN USA",8.0,"DONT KNOW",19.0,0.0,*
MORETRDE,"MORE TRADE, LESS JOBS IN USA",9.0,"NA",14.0,0.0,*
NEWJOBS,"JOBS CREATED ARE BETTER THAN R'S CURRENT JOB",0.0,"IAP",59463.0,1.0,*
NEWJOBS,"JOBS CREATED ARE BETTER THAN R'S CURRENT JOB",1.0,"BETTER",44.0,0.0,
NEWJOBS,"JOBS CREATED ARE BETTER THAN R'S CURRENT JOB",2.0,"ABOUT THE SAME",56.0,0.0,
NEWJOBS,"JOBS CREATED ARE BETTER THAN R'S CURRENT JOB",3.0,"WORSE",31.0,0.0,
NEWJOBS,"JOBS CREATED ARE BETTER THAN R'S CURRENT JOB",8.0,"DONT KNOW",4.0,0.0,*
NEWJOBS,"JOBS CREATED ARE BETTER THAN R'S CURRENT JOB",9.0,"NA",1.0,0.0,*
LOSTJOBS,"JOBS TAKEN AWAY ARE BETTER THAN R'S CURRENT JOB",0.0,"IAP",59323.0,1.0,*
LOSTJOBS,"JOBS TAKEN AWAY ARE BETTER THAN R'S CURRENT JOB",1.0,"BETTER",40.0,0.0,
LOSTJOBS,"JOBS TAKEN AWAY ARE BETTER THAN R'S CURRENT JOB",2.0,"ABOUT THE SAME",48.0,0.0,
LOSTJOBS,"JOBS TAKEN AWAY ARE BETTER THAN R'S CURRENT JOB",3.0,"WORSE",177.0,0.0,
LOSTJOBS,"JOBS TAKEN AWAY ARE BETTER THAN R'S CURRENT JOB",8.0,"DONT KNOW",11.0,0.0,*
LOSTJOBS,"JOBS TAKEN AWAY ARE BETTER THAN R'S CURRENT JOB",9.0,"NA",0.0,0.0,*
WKCOMPTR,"USE COMPUTER AT WORK",0.0,"IAP",58741.0,0.99,*
WKCOMPTR,"USE COMPUTER AT WORK",1.0,"YES",642.0,0.01,
WKCOMPTR,"USE COMPUTER AT WORK",2.0,"NO",202.0,0.0,
WKCOMPTR,"USE COMPUTER AT WORK",8.0,"DONT KNOW",1.0,0.0,*
WKCOMPTR,"USE COMPUTER AT WORK",9.0,"NA",13.0,0.0,*
WOCOMPTR,"R CAN DO JOB WITHOUT COMPUTER",0.0,"IAP",58957.0,0.99,*
WOCOMPTR,"R CAN DO JOB WITHOUT COMPUTER",1.0,"Couldn't do my job without a computer or computerized equipment",289.0,0.0,
WOCOMPTR,"R CAN DO JOB WITHOUT COMPUTER",2.0,"Could do my job without a computer or computerized equipment but it would be much harder",248.0,0.0,
WOCOMPTR,"R CAN DO JOB WITHOUT COMPUTER",3.0,"Doing my job without a computer or computerized equipment would be about the same as now",52.0,0.0,
WOCOMPTR,"R CAN DO JOB WITHOUT COMPUTER",4.0,"Already do most of my job without a computer or computerized equipment",53.0,0.0,
WOCOMPTR,"R CAN DO JOB WITHOUT COMPUTER",8.0,"DONT KNOW",0.0,0.0,*
WOCOMPTR,"R CAN DO JOB WITHOUT COMPUTER",9.0,"NA",0.0,0.0,*
autonojb,"R HEARD OF PERSONS IN R'S FIRM HAVING JOBS REPLACED BY COMPUTERS",0.0,"IAP",58957.0,0.99,*
autonojb,"R HEARD OF PERSONS IN R'S FIRM HAVING JOBS REPLACED BY COMPUTERS",1.0,"YES",101.0,0.0,
autonojb,"R HEARD OF PERSONS IN R'S FIRM HAVING JOBS REPLACED BY COMPUTERS",2.0,"NO",541.0,0.01,
autonojb,"R HEARD OF PERSONS IN R'S FIRM HAVING JOBS REPLACED BY COMPUTERS",8.0,"DONT KNOW",0.0,0.0,*
autonojb,"R HEARD OF PERSONS IN R'S FIRM HAVING JOBS REPLACED BY COMPUTERS",9.0,"NA",0.0,0.0,*
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",0.0,"IAP",58741.0,0.99,*
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",1.0,"Never",139.0,0.0,
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",2.0,"Once per year or less, or",28.0,0.0,
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",3.0,"Several times per year",44.0,0.0,
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",4.0,"Several times per month",69.0,0.0,
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",5.0,"Several times per week",75.0,0.0,
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",6.0,"Daily",485.0,0.01,
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",8.0,"DONT KNOW",5.0,0.0,*
MEETF2F1,"HOW OFTEN MEET FACE TO FACE WITH CUSTOMERS, CLIENTS, PATIENTS",9.0,"NA",13.0,0.0,*
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",0.0,"IAP",58741.0,0.99,*
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",1.0,"Never",84.0,0.0,
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",2.0,"Once per year or less, or",9.0,0.0,
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",3.0,"Several times per year",38.0,0.0,
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",4.0,"Several times per month",45.0,0.0,
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",5.0,"Several times per week",86.0,0.0,
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",6.0,"Daily",578.0,0.01,
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",8.0,"DONT KNOW",5.0,0.0,*
MEETF2F2,"HOW OFTEN MEET FACE TO FACE WITH CO-WORKERS TO WORK ON PROJECTS",9.0,"NA",13.0,0.0,*
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",0.0,"IAP",58741.0,0.99,*
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",1.0,"Never",673.0,0.01,
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",2.0,"Once per year or less",36.0,0.0,
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",3.0,"Several times per year",30.0,0.0,
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",4.0,"Several times per month",27.0,0.0,
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",5.0,"Several times per week",19.0,0.0,
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",6.0,"Daily",53.0,0.0,
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",8.0,"DONT KNOW",6.0,0.0,*
INTLCOWK,"HOW OFTEN EXCHANGE INFO WITH CO-WORKERS LOCATED OUTSIDE USA",9.0,"NA",14.0,0.0,*
LASTYRWK,"THINKING ABOUT LAST FULL-TIME JOB, WHAT YR R WORKED LAST",0.0,"IAP",59373.0,1.0,*
LASTYRWK,"THINKING ABOUT LAST FULL-TIME JOB, WHAT YR R WORKED LAST",9998.0,"DONT KNOW",3.0,0.0,*
LASTYRWK,"THINKING ABOUT LAST FULL-TIME JOB, WHAT YR R WORKED LAST",9999.0,"NA",0.0,0.0,*
LEAVEJB,"WHY DID R LEAVE LAST JOB",0.0,"IAP",59396.0,1.0,*
LEAVEJB,"WHY DID R LEAVE LAST JOB",1.0,"Left Voluntarily",124.0,0.0,
LEAVEJB,"WHY DID R LEAVE LAST JOB",2.0,"Job was abolished",18.0,0.0,
LEAVEJB,"WHY DID R LEAVE LAST JOB",3.0,"Permanently laid off",37.0,0.0,
LEAVEJB,"WHY DID R LEAVE LAST JOB",8.0,"DONT KNOW",17.0,0.0,*
LEAVEJB,"WHY DID R LEAVE LAST JOB",9.0,"NA",7.0,0.0,*
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",0.0,"IAP",59544.0,1.0,*
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",1.0,"COMPANY'S SALES WERE DECLINING",17.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",2.0,"MACHINES AND COMPUTERS MADE MY JOB OBSOLETE",0.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",3.0,"JOB REQUIREMENTS CHANGED AND I WAS NOT ABLE TO DO THE JOB",2.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",4.0,"JOB MOVED TO ANOTHER LOCATION IN THE UNITED STATES",3.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",5.0,"JOB MOVED TO ANOTHER COUNTRY",1.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",6.0,"OTHER",32.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",7.0,"COMPANY SOLD",0.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",8.0,"JOB DONE",0.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",9.0,"COMPANY IN FINANCIAL PROBLEM",0.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",10.0,"END OF CONTRACT",0.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",11.0,"SEASONAL WORK",0.0,0.0,
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",98.0,"DONT KNOW",0.0,0.0,*
whynojb1,"WHY JOB ABOLISHED OR LAID OFF",99.0,"NA",0.0,0.0,*
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",0.0,"IAP",59589.0,1.0,*
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",1.0,"COMPANY'S SALES WERE DECLINING",4.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",2.0,"MACHINES AND COMPUTERS MADE MY JOB OBSOLETE",0.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",3.0,"JOB REQUIREMENTS CHANGED AND I WAS NOT ABLE TO DO THE JOB",1.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",4.0,"JOB MOVED TO ANOTHER LOCATION IN THE UNITED STATES",1.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",5.0,"JOB MOVED TO ANOTHER COUNTRY",1.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",6.0,"OTHER",3.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",7.0,"COMPANY SOLD",0.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",8.0,"JOB DONE",0.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",9.0,"COMPANY IN FINANCIAL PROBLEM",0.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",10.0,"END OF CONTRACT",0.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",11.0,"SEASONAL WORK",0.0,0.0,
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",98.0,"DONT KNOW",0.0,0.0,*
whynojb2,"WHY JOB ABOLISHED OR LAID OFF",99.0,"NA",0.0,0.0,*
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",0.0,"IAP",59398.0,1.0,*
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",1.0,"A. UNDER $1,000",5.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",2.0,"B. $1,000 to 2,999",5.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",3.0,"C. $3,000 to 3,999",6.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",4.0,"D. $4,000 to 4,999",4.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",5.0,"E. $5,000 to 5,999",7.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",6.0,"F. $6,000 to 6,999",2.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",7.0,"G. $7,000 to 7,999",6.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",8.0,"H. $8,000 to 9,999",11.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",9.0,"I. $10,000 to 12,499",14.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",10.0,"J. $12,500 to 14,999",10.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",11.0,"K. $15,000 to 17,499",9.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",12.0,"L. $17,500 to 19,999",8.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",13.0,"M. $20,000 to 22,499",10.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",14.0,"N. $22,500 to 24,999",9.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",15.0,"O. $25,000 to 29,999",18.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",16.0,"P. $30,000 to 34,999",11.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",17.0,"Q. $35,000 to 39,999",9.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",18.0,"R. $40,000 to 49,999",15.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",19.0,"S. $50,000 to 59,999",6.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",20.0,"T. $60,000 to 74,999",6.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",21.0,"U. $75,000 to $89,999",6.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",22.0,"V. $90,000 to $109,999",4.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",23.0,"W. $110,000 to $129,999",2.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",24.0,"X. $130,000 to $149,999",2.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",25.0,"Y. $150,000 or over",1.0,0.0,
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",98.0,"DONT KNOW",7.0,0.0,*
INCLSTJB,"EARNINGS FROM ALL SOURCES FOR THIS JOB",99.0,"NA",8.0,0.0,*
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",0.0,"IAP",58179.0,0.98,*
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",1.0,"USA",1179.0,0.02,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",2.0,"Antigua",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",3.0,"Trinidad",5.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",4.0,"Jamaica",3.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",5.0,"Pakistan",3.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",6.0,"Turkey",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",7.0,"Italy",3.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",8.0,"West Indies",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",9.0,"Colombia",6.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",10.0,"Kazakhstan",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",12.0,"Cuba",8.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",13.0,"India",10.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",14.0,"Germany",9.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",15.0,"Ecuador",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",16.0,"Mexico",60.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",17.0,"Portugal",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",18.0,"El Salvador",9.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",19.0,"Canada",6.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",20.0,"Guatemala",6.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",21.0,"Zimbabwe",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",23.0,"Taiwan",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",24.0,"Philippines",4.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",25.0,"Israel",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",26.0,"Dominican Republic",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",27.0,"Scotland",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",28.0,"Haiti",3.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",29.0,"Honduras",3.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",30.0,"Puerto Rico",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",31.0,"Austraila",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",32.0,"China",4.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",33.0,"Poland",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",34.0,"Lithuania",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",35.0,"Liberia",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",36.0,"Brazil",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",37.0,"Morocco",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",38.0,"Spain",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",39.0,"Bulgeria",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",40.0,"USSR",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",41.0,"Kuwait",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",42.0,"Japan",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",43.0,"Korea",3.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",44.0,"Vietnam",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",45.0,"Bermuda",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",46.0,"Ghana",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",47.0,"Panama",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",48.0,"France",2.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",49.0,"Romania",1.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",50.0,"South Africa",0.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",51.0,"England",0.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",52.0,"Britain",0.0,0.0,
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",98.0,"DONT KNOW",0.0,0.0,*
BORNSP,"IN WHAT COUNTRY WERE YOU BORN",99.0,"NA",56.0,0.0,*
AGECMEUS,"IF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA",0.0,"IAP",59414.0,1.0,*
AGECMEUS,"IF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA",96.0,"HAVE NOT PERMANENTLY MOVED TO US",8.0,0.0,
AGECMEUS,"IF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA",98.0,"DONT KNOW",0.0,0.0,*
AGECMEUS,"IF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA",99.0,"NA",6.0,0.0,*
VISA,"DO YOU HOLD A SPECIAL VISA",0.0,"IAP",59414.0,1.0,*
VISA,"DO YOU HOLD A SPECIAL VISA",1.0,"YES",41.0,0.0,
VISA,"DO YOU HOLD A SPECIAL VISA",2.0,"NO",135.0,0.0,
VISA,"DO YOU HOLD A SPECIAL VISA",8.0,"DONT KNOW",3.0,0.0,*
VISA,"DO YOU HOLD A SPECIAL VISA",9.0,"NA",6.0,0.0,*
TYPEVISA,"WHAT KIND OF VISA",0.0,"IAP",59558.0,1.0,*
TYPEVISA,"WHAT KIND OF VISA",1.0,"H1b",6.0,0.0,
TYPEVISA,"WHAT KIND OF VISA",2.0,"L1",2.0,0.0,
TYPEVISA,"WHAT KIND OF VISA",3.0,"Student",4.0,0.0,
TYPEVISA,"WHAT KIND OF VISA",4.0,"Tourist",2.0,0.0,
